profil	temps_virtuel	jalon	cycle	age	GR	dynasties	legitimite	ruines
casse_cou	9j 0h 40m	Age : Singularité · IX	115	Singularité · IX	10	374	2.85B	34.1Qa
casse_cou	9j 0h 41m	Age : Singularité · X	115	Singularité · X	10	374	2.85B	34.1Qa
casse_cou	9j 0h 41m	Age : Singularité · XI	115	Singularité · XI	10	374	2.85B	34.1Qa
casse_cou	9j 0h 55m	Age : Conscience planétaire	120	Conscience planétaire	10	378	5.49B	121.5Qa
casse_cou	9j 1h 9m	Age : Conscience planétaire · II	125	Conscience planétaire · II	10	382	8.93B	206.7Qa
casse_cou	9j 1h 22m	Age : Conscience planétaire · III	130	Conscience planétaire · III	10	386	14.8B	602.5Qa
casse_cou	9j 1h 23m	Age : Conscience planétaire · IV	130	Conscience planétaire · IV	10	386	14.8B	602.5Qa
casse_cou	9j 1h 37m	Age : Conscience planétaire · V	135	Conscience planétaire · V	10	390	25.0B	1.81Qi
casse_cou	9j 2h 0m	Age : Conscience planétaire · VII	144	Conscience planétaire · VII	10	397	60.3B	51.2Qi
casse_cou	9j 2h 2m	Age : Conscience planétaire · VIII	144	Conscience planétaire · VIII	10	397	60.3B	51.2Qi
casse_cou	9j 2h 16m	Age : Conscience planétaire · IX	149	Conscience planétaire · IX	10	401	109.5B	42.4Qi
casse_cou	9j 2h 16m	Age : Conscience planétaire · VI	150	Conscience planétaire · VI	10	402	151.9B	0.0
casse_cou	9j 2h 25m	Age : Conscience planétaire · X	153	Conscience planétaire · X	10	404	172.5B	587.2Qi
casse_cou	9j 2h 26m	Age : Conscience planétaire · XI	153	Conscience planétaire · XI	10	404	172.5B	587.2Qi
casse_cou	9j 2h 27m	Age : Noosphère	153	Noosphère	10	404	172.5B	587.2Qi
casse_cou	9j 2h 51m	Age : Noosphère · II	162	Noosphère · II	10	411	582.7B	7.37Sx
casse_cou	9j 2h 52m	Age : Noosphère · III	162	Noosphère · III	10	411	582.7B	7.37Sx
casse_cou	9j 2h 53m	Age : Noosphère · IV	162	Noosphère · IV	10	411	582.7B	7.37Sx
casse_cou	9j 3h 17m	Age : Noosphère · V	171	Noosphère · V	10	418	1.88T	66.8Sx
casse_cou	9j 3h 18m	Age : Noosphère · VI	171	Noosphère · VI	10	418	1.88T	66.8Sx
casse_cou	9j 3h 43m	Age : Noosphère · VII	180	Noosphère · VII	10	425	4.85T	228.9Sx
casse_cou	9j 3h 53m	Age : Noosphère · VIII	184	Noosphère · VIII	10	428	7.10T	754.5Sx
casse_cou	9j 4h 4m	Age : Noosphère · IX	188	Noosphère · IX	10	431	10.8T	2.08Sp
casse_cou	9j 4h 15m	Age : Noosphère · X	192	Noosphère · X	10	434	16.7T	5.09Sp
casse_cou	9j 4h 26m	Age : Noosphère · XI	196	Noosphère · XI	10	437	25.5T	11.4Sp
casse_cou	9j 4h 43m	Age : Essaim orbital · II	203	Essaim orbital · II	10	442	54.4T	373.2Sp
casse_cou	9j 4h 44m	Age : Essaim orbital · III	203	Essaim orbital · III	10	442	54.4T	373.2Sp
casse_cou	9j 4h 45m	Age : Essaim orbital	204	Essaim orbital	10	443	103.2T	0.0
casse_cou	9j 4h 57m	Age : Essaim orbital · IV	207	Essaim orbital · IV	10	445	126.8T	781.6Sp
casse_cou	9j 5h 8m	Age : Essaim orbital · V	211	Essaim orbital · V	10	448	236.0T	1.78Oc
casse_cou	9j 5h 20m	Age : Essaim orbital · VI	215	Essaim orbital · VI	10	451	400.2T	4.02Oc
prudent	0m 0s	Age : Campement	0	Campement	0	0	0.0	0.0
prudent	1m 20s	Age : Grand Feu	0	Grand Feu	0	0	0.0	0.0
prudent	3m 20s	Age : Abris	0	Abris	0	0	0.0	0.0
prudent	14m 0s	Age : Clans	0	Clans	0	0	0.0	0.0
prudent	50m 0s	Age : Maîtrise du bois	0	Maîtrise du bois	0	0	0.0	0.0
prudent	2h 36m	Age : Hameau	0	Hameau	0	0	0.0	0.0
prudent	14h 21m	Dynastie 1 fondee	14	Campement	0	1	2.0	0.0
prudent	1j 1h 45m	Age : Hameau protégé	103	Hameau protégé	0	6	9.1	867
prudent	1j 5h 29m	Age : Village	143	Village	0	9	11	2.09K
prudent	1j 5h 30m	Dynastie 10 fondee	144	Campement	0	10	28	0.0
prudent	1j 7h 6m	Age : Les Entrepôts	160	Les Entrepôts	0	11	46	4.29K
prudent	1j 8h 43m	Age : Bourg agricole	177	Bourg agricole	0	13	90	7.46K
prudent	1j 10h 58m	Age : Bourg des artisans	200	Bourg des artisans	0	17	208	27.2K
prudent	1j 12h 32m	Grand Reset 1	0	Campement	1	20	37	0.0
prudent	1j 20h 51m	Acte I (Fondation) complete	6	Clans	1	20	36	14.4K
prudent	1j 21h 45m	Acte II (Domination) complete	9	Campement	1	20	36	14.4K
prudent	2j 5h 14m	Age : Bourg marchand	93	Bourg marchand	1	41	114	117.9K
prudent	2j 5h 50m	Age : Cité marchande	98	Cité marchande	1	43	240	120.3K
prudent	2j 6h 49m	Age : Cité commerciale	106	Cité commerciale	1	46	481	603.0K
prudent	2j 13h 39m	Grand Reset 3	0	Campement	3	78	69	0.0
prudent	2j 18h 52m	Age : Cité portuaire	53	Cité portuaire	3	108	1.72K	2.65M
prudent	3j 0h 21m	Age : Cité fortifiée	40	Cité fortifiée	4	140	2.14K	1.52M
prudent	3j 1h 27m	Grand Reset 5	0	Campement	5	146	150	0.0
prudent	3j 13h 51m	Age : Cité administrative	35	Cité administrative	6	217	9.17K	2.81M
prudent	3j 14h 46m	Age : Principauté	40	Principauté	6	221	16.9K	16.4M
prudent	4j 9h 52m	Age : Principauté marchande	1	Principauté marchande	8	266	9.90K	0.0
prudent	5j 19h 25m	Age : Royaume	1	Royaume	9	270	47.4K	0.0
prudent	6j 0h 14m	Age : Royaume diplomate	1	Royaume diplomate	9	270	47.4K	0.0
prudent	6j 9h 57m	Grand Reset 10	0	Campement	10	272	51.0K	0.0
prudent	7j 7h 18m	Age : Royaume savant	1	Royaume savant	10	273	180.8K	0.0
prudent	7j 16h 11m	Age : Royaume conquérant	1	Royaume conquérant	10	273	180.8K	0.0
prudent	8j 4h 12m	Arbre de Ruines complet	46	Royaume	10	317	1.42M	0.0
prudent	8j 4h 31m	Age : Empire naissant	46	Empire naissant	10	317	1.42M	0.0
prudent	8j 5h 44m	Age : Empire provincial	54	Empire provincial	10	324	2.68M	1.40B
prudent	8j 6h 5m	Age : Empire	55	Empire	10	325	3.41M	0.0
prudent	8j 7h 45m	Age : Capitale impériale	64	Capitale impériale	10	333	7.60M	13.9B
prudent	8j 9h 56m	Age : Agglomération impériale	73	Agglomération impériale	10	341	18.4M	363.8B
prudent	8j 9h 58m	Age : Métropole	73	Métropole	10	341	18.4M	363.8B
prudent	8j 9h 58m	Age : Capitale monumentale	74	Capitale monumentale	10	342	26.0M	0.0
prudent	8j 13h 6m	Age : Mégalopole	83	Mégalopole	10	350	61.1M	3.07T
prudent	8j 13h 6m	Age : Mégalopole stratifiée	83	Mégalopole stratifiée	10	350	61.1M	3.07T
prudent	8j 16h 29m	Age : Réseau continental	93	Réseau continental	10	359	155.5M	172.4T
prudent	8j 16h 30m	Age : Machination	93	Machination	10	359	155.5M	172.4T
prudent	8j 16h 31m	Age : Singularité	93	Singularité	10	359	155.5M	172.4T
prudent	8j 20h 0m	Age : Singularité · III	101	Singularité · III	10	366	539.3M	3.05Qa
prudent	8j 20h 0m	Age : Singularité · IV	101	Singularité · IV	10	366	539.3M	3.05Qa
prudent	8j 20h 1m	Age : Singularité · V	101	Singularité · V	10	366	539.3M	3.05Qa
prudent	8j 20h 1m	Age : Singularité · II	102	Singularité · II	10	367	944.6M	0.0
prudent	8j 23h 51m	Age : Singularité · VI	109	Singularité · VI	10	373	1.74B	16.0Qa
prudent	8j 23h 52m	Age : Singularité · VII	109	Singularité · VII	10	373	1.74B	16.0Qa
prudent	8j 23h 52m	Age : Singularité · VIII	109	Singularité · VIII	10	373	1.74B	16.0Qa
prudent	9j 3h 41m	Age : Singularité · IX	116	Singularité · IX	10	379	4.26B	330.7Qa
prudent	9j 3h 42m	Age : Singularité · XI	116	Singularité · XI	10	379	4.26B	330.7Qa
prudent	9j 3h 43m	Age : Conscience planétaire	116	Conscience planétaire	10	379	4.26B	330.7Qa
prudent	9j 3h 43m	Age : Conscience planétaire · II	116	Conscience planétaire · II	10	379	4.26B	330.7Qa
prudent	9j 3h 44m	Age : Singularité · X	117	Singularité · X	10	380	7.75B	0.0
prudent	9j 8h 16m	Age : Conscience planétaire · III	123	Conscience planétaire · III	10	385	13.0B	1.65Qi
prudent	9j 8h 17m	Age : Conscience planétaire · IV	123	Conscience planétaire · IV	10	385	13.0B	1.65Qi
prudent	9j 8h 17m	Age : Conscience planétaire · V	123	Conscience planétaire · V	10	385	13.0B	1.65Qi
prudent	9j 13h 31m	Age : Conscience planétaire · VI	130	Conscience planétaire · VI	10	391	35.7B	26.5Qi
prudent	9j 13h 32m	Age : Conscience planétaire · VII	130	Conscience planétaire · VII	10	391	35.7B	26.5Qi
prudent	9j 13h 33m	Age : Conscience planétaire · VIII	130	Conscience planétaire · VIII	10	391	35.7B	26.5Qi
prudent	9j 19h 8m	Age : Conscience planétaire · IX	137	Conscience planétaire · IX	10	397	107.9B	135.9Qi
prudent	9j 19h 9m	Age : Conscience planétaire · X	137	Conscience planétaire · X	10	397	107.9B	135.9Qi
completionniste	0m 0s	Age : Campement	0	Campement	0	0	0.0	0.0
completionniste	1m 20s	Age : Grand Feu	0	Grand Feu	0	0	0.0	0.0
completionniste	3m 20s	Age : Abris	0	Abris	0	0	0.0	0.0
completionniste	14m 0s	Age : Clans	0	Clans	0	0	0.0	0.0
completionniste	50m 0s	Age : Maîtrise du bois	0	Maîtrise du bois	0	0	0.0	0.0
completionniste	2h 36m	Age : Hameau	0	Hameau	0	0	0.0	0.0
completionniste	15h 52m	Dynastie 1 fondee	17	Campement	0	1	2.0	0.0
completionniste	1j 3h 28m	Age : Hameau protégé	109	Hameau protégé	0	6	5.9	892
completionniste	1j 7h 57m	Age : Village	156	Village	0	9	11	1.88K
completionniste	1j 7h 57m	Dynastie 10 fondee	157	Campement	0	10	29	0.0
completionniste	1j 11h 1m	Age : Les Entrepôts	192	Les Entrepôts	0	12	70	6.50K
completionniste	1j 12h 26m	Age : Bourg agricole	207	Bourg agricole	0	14	120	7.74K
completionniste	1j 13h 39m	Age : Bourg des artisans	220	Bourg des artisans	0	16	181	19.8K
completionniste	1j 15h 10m	Grand Reset 1	0	Campement	1	19	9.2	0.0
completionniste	1j 23h 20m	Acte I (Fondation) complete	7	Abris	1	19	8.8	4.25K
completionniste	2j 0h 18m	Acte II (Domination) complete	10	Campement	1	19	8.8	4.30K
completionniste	2j 8h 19m	Age : Bourg marchand	97	Bourg marchand	1	38	278	62.0K
completionniste	2j 9h 53m	Age : Cité marchande	111	Cité marchande	1	43	277	187.7K
completionniste	2j 17h 9m	Age : Cité commerciale	66	Cité commerciale	2	73	719	431.5K
completionniste	2j 17h 43m	Grand Reset 3	0	Campement	3	76	41	0.0
completionniste	2j 23h 11m	Age : Cité portuaire	54	Cité portuaire	3	107	1.84K	1.55M
completionniste	2j 23h 47m	Age : Cité fortifiée	58	Cité fortifiée	3	109	2.40K	4.71M
completionniste	3j 5h 46m	Age : Cité administrative	44	Cité administrative	4	143	3.25K	5.81M
completionniste	3j 6h 2m	Grand Reset 5	0	Campement	5	145	94	0.0
completionniste	4j 0h 6m	Age : Principauté	41	Principauté	7	260	14.0K	11.3M
completionniste	4j 12h 27m	Age : Principauté marchande	1	Principauté marchande	8	269	10.5K	0.0
completionniste	5j 22h 4m	Age : Royaume	1	Royaume	9	273	44.1K	0.0
completionniste	6j 4h 10m	Age : Royaume diplomate	1	Royaume diplomate	9	273	44.1K	0.0
completionniste	6j 12h 15m	Grand Reset 10	0	Campement	10	275	32.9K	0.0
completionniste	7j 11h 0m	Age : Royaume savant	1	Royaume savant	10	276	145.0K	0.0
completionniste	8j 6h 57m	Age : Royaume conquérant	48	Royaume conquérant	10	322	1.14M	660.1M
completionniste	8j 6h 58m	Arbre de Ruines complet	49	Royaume diplomate	10	323	1.40M	0.0
completionniste	8j 7h 16m	Age : Empire naissant	49	Empire naissant	10	323	1.40M	0.0
completionniste	8j 8h 33m	Age : Empire provincial	57	Empire provincial	10	330	2.97M	7.22B
completionniste	8j 8h 34m	Age : Empire	57	Empire	10	330	2.97M	7.22B
completionniste	8j 8h 57m	Age : Capitale impériale	58	Capitale impériale	10	331	4.23M	0.0
completionniste	8j 10h 29m	Age : Capitale monumentale	66	Capitale monumentale	10	338	10.4M	145.3B
completionniste	8j 10h 30m	Age : Agglomération impériale	66	Agglomération impériale	10	338	10.4M	145.3B
completionniste	8j 12h 57m	Age : Métropole	76	Métropole	10	347	34.5M	3.01T
completionniste	8j 12h 57m	Age : Mégalopole	76	Mégalopole	10	347	34.5M	3.01T
completionniste	8j 15h 48m	Age : Mégalopole stratifiée	86	Mégalopole stratifiée	10	356	105.2M	65.5T
completionniste	8j 15h 48m	Age : Réseau continental	86	Réseau continental	10	356	105.2M	65.5T
completionniste	8j 15h 50m	Age : Machination	86	Machination	10	356	105.2M	65.5T
completionniste	8j 18h 35m	Age : Singularité	95	Singularité	10	364	361.7M	298.0T
completionniste	8j 18h 35m	Age : Singularité · II	95	Singularité · II	10	364	361.7M	298.0T
completionniste	8j 21h 31m	Age : Singularité · III	103	Singularité · III	10	371	854.4M	6.43Qa
completionniste	8j 21h 32m	Age : Singularité · V	103	Singularité · V	10	371	854.4M	6.43Qa
completionniste	8j 21h 33m	Age : Singularité · VI	103	Singularité · VI	10	371	854.4M	6.43Qa
completionniste	8j 21h 33m	Age : Singularité · VII	103	Singularité · VII	10	371	854.4M	6.43Qa
completionniste	8j 21h 34m	Age : Singularité · IV	104	Singularité · IV	10	372	1.50B	0.0
completionniste	9j 1h 20m	Age : Singularité · IX	111	Singularité · IX	10	378	2.58B	101.3Qa
completionniste	9j 1h 21m	Age : Singularité · X	111	Singularité · X	10	378	2.58B	101.3Qa
completionniste	9j 1h 21m	Age : Singularité · XI	111	Singularité · XI	10	378	2.58B	101.3Qa
completionniste	9j 1h 22m	Age : Singularité · VIII	112	Singularité · VIII	10	379	4.75B	0.0
completionniste	9j 4h 55m	Age : Conscience planétaire	118	Conscience planétaire	10	384	7.93B	622.3Qa
completionniste	9j 4h 56m	Age : Conscience planétaire · II	118	Conscience planétaire · II	10	384	7.93B	622.3Qa
completionniste	9j 4h 57m	Age : Conscience planétaire · III	118	Conscience planétaire · III	10	384	7.93B	622.3Qa
completionniste	9j 9h 9m	Age : Conscience planétaire · IV	125	Conscience planétaire · IV	10	390	20.7B	3.01Qi
completionniste	9j 9h 10m	Age : Conscience planétaire · V	125	Conscience planétaire · V	10	390	20.7B	3.01Qi
completionniste	9j 13h 34m	Age : Conscience planétaire · VI	132	Conscience planétaire · VI	10	396	43.9B	37.0Qi
completionniste	9j 13h 35m	Age : Conscience planétaire · VII	132	Conscience planétaire · VII	10	396	43.9B	37.0Qi
completionniste	9j 13h 35m	Age : Conscience planétaire · VIII	132	Conscience planétaire · VIII	10	396	43.9B	37.0Qi
completionniste	9j 18h 25m	Age : Conscience planétaire · IX	139	Conscience planétaire · IX	10	402	112.6B	157.5Qi
completionniste	9j 18h 26m	Age : Conscience planétaire · X	139	Conscience planétaire · X	10	402	112.6B	157.5Qi
completionniste	9j 22h 50m	Age : Conscience planétaire · XI	145	Conscience planétaire · XI	10	407	252.3B	1.50Sx
completionniste	9j 22h 51m	Age : Noosphère	145	Noosphère	10	407	252.3B	1.50Sx
completionniste	9j 22h 52m	Age : Noosphère · II	145	Noosphère · II	10	407	252.3B	1.50Sx
theoricien	0m 0s	Age : Campement	0	Campement	0	0	0.0	0.0
theoricien	1m 20s	Age : Grand Feu	0	Grand Feu	0	0	0.0	0.0
theoricien	3m 20s	Age : Abris	0	Abris	0	0	0.0	0.0
theoricien	14m 0s	Age : Clans	0	Clans	0	0	0.0	0.0
theoricien	50m 0s	Age : Maîtrise du bois	0	Maîtrise du bois	0	0	0.0	0.0
theoricien	2h 36m	Age : Hameau	0	Hameau	0	0	0.0	0.0
theoricien	15h 14m	Dynastie 1 fondee	16	Campement	0	1	2.0	0.0
theoricien	1j 3h 27m	Age : Hameau protégé	115	Hameau protégé	0	7	11	875
theoricien	1j 7h 26m	Age : Village	162	Village	0	9	4.3	2.26K
theoricien	1j 7h 27m	Dynastie 10 fondee	163	Campement	0	10	23	0.0
theoricien	1j 9h 15m	Age : Les Entrepôts	182	Les Entrepôts	0	11	42	4.24K
theoricien	1j 11h 25m	Age : Bourg agricole	207	Bourg agricole	0	13	89	6.07K
theoricien	1j 13h 54m	Age : Bourg des artisans	233	Bourg des artisans	0	17	215	33.3K
theoricien	1j 14h 35m	Grand Reset 1	0	Campement	1	19	1.8	0.0
theoricien	1j 21h 46m	Acte I (Fondation) complete	7	Abris	1	19	1.4	1.39K
theoricien	1j 22h 37m	Acte II (Domination) complete	10	Campement	1	19	1.4	1.42K
theoricien	2j 6h 56m	Age : Bourg marchand	103	Bourg marchand	1	36	218	32.3K
theoricien	2j 9h 0m	Age : Cité marchande	121	Cité marchande	1	43	296	253.8K
theoricien	2j 9h 44m	Age : Cité commerciale	127	Cité commerciale	1	45	470	590.5K
theoricien	2j 17h 37m	Age : Cité portuaire	88	Cité portuaire	2	75	1.16K	691.9K
theoricien	2j 17h 37m	Grand Reset 3	0	Campement	3	76	157	0.0
theoricien	3j 4h 37m	Age : Cité fortifiée	48	Cité fortifiée	4	139	2.15K	2.41M
theoricien	3j 5h 9m	Age : Cité administrative	51	Cité administrative	4	141	3.27K	5.46M
theoricien	3j 5h 25m	Grand Reset 5	0	Campement	5	143	177	0.0
theoricien	3j 18h 40m	Age : Principauté	39	Principauté	6	218	13.5K	9.55M
theoricien	5j 0h 49m	Age : Principauté marchande	1	Principauté marchande	9	247	8.88K	0.0
theoricien	5j 7h 41m	Age : Royaume	1	Royaume	9	247	8.88K	0.0
theoricien	5j 16h 38m	Grand Reset 10	0	Campement	10	250	9.67K	0.0
theoricien	6j 12h 20m	Age : Royaume diplomate	1	Royaume diplomate	10	251	83.2K	0.0
theoricien	6j 17h 54m	Age : Royaume savant	1	Royaume savant	10	251	83.2K	0.0
theoricien	7j 11h 14m	Arbre de Ruines complet	49	Royaume	10	298	1.15M	0.0
theoricien	7j 12h 39m	Age : Royaume conquérant	57	Royaume conquérant	10	305	1.96M	2.69B
theoricien	7j 12h 39m	Age : Empire naissant	57	Empire naissant	10	305	1.96M	2.69B
theoricien	7j 12h 40m	Age : Empire provincial	57	Empire provincial	10	305	1.96M	2.69B
theoricien	7j 13h 20m	Age : Empire	59	Empire	10	307	3.40M	0.0
theoricien	7j 14h 41m	Age : Capitale impériale	66	Capitale impériale	10	313	6.67M	113.0B
theoricien	7j 14h 41m	Age : Capitale monumentale	66	Capitale monumentale	10	313	6.67M	113.0B
theoricien	7j 15h 9m	Age : Agglomération impériale	67	Agglomération impériale	10	314	11.3M	0.0
theoricien	7j 17h 35m	Age : Métropole	77	Métropole	10	323	29.4M	496.6B
theoricien	7j 19h 52m	Age : Mégalopole	85	Mégalopole	10	330	72.9M	35.9T
theoricien	7j 19h 53m	Age : Mégalopole stratifiée	85	Mégalopole stratifiée	10	330	72.9M	35.9T
theoricien	7j 19h 53m	Age : Réseau continental	85	Réseau continental	10	330	72.9M	35.9T
theoricien	7j 22h 46m	Age : Machination	93	Machination	10	337	279.4M	535.4T
theoricien	7j 22h 47m	Age : Singularité	93	Singularité	10	337	279.4M	535.4T
theoricien	7j 22h 48m	Age : Singularité · II	93	Singularité · II	10	337	279.4M	535.4T
theoricien	7j 22h 48m	Age : Singularité · III	93	Singularité · III	10	337	279.4M	535.4T
theoricien	8j 2h 28m	Age : Singularité · V	102	Singularité · V	10	345	889.3M	6.21Qa
theoricien	8j 2h 29m	Age : Singularité · VI	102	Singularité · VI	10	345	889.3M	6.21Qa
theoricien	8j 2h 29m	Age : Singularité · VII	102	Singularité · VII	10	345	889.3M	6.21Qa
theoricien	8j 2h 30m	Age : Singularité · IV	103	Singularité · IV	10	346	1.53B	0.0
theoricien	8j 6h 40m	Age : Singularité · VIII	111	Singularité · VIII	10	353	2.68B	29.1Qa
theoricien	8j 6h 41m	Age : Singularité · IX	111	Singularité · IX	10	353	2.68B	29.1Qa
theoricien	8j 10h 36m	Age : Singularité · X	119	Singularité · X	10	360	5.84B	116.8Qa
theoricien	8j 10h 36m	Age : Singularité · XI	119	Singularité · XI	10	360	5.84B	116.8Qa
theoricien	8j 10h 37m	Age : Conscience planétaire	119	Conscience planétaire	10	360	5.84B	116.8Qa
theoricien	8j 14h 0m	Age : Conscience planétaire · II	125	Conscience planétaire · II	10	365	11.5B	4.35Qi
theoricien	8j 14h 0m	Age : Conscience planétaire · III	125	Conscience planétaire · III	10	365	11.5B	4.35Qi
theoricien	8j 14h 1m	Age : Conscience planétaire · IV	125	Conscience planétaire · IV	10	365	11.5B	4.35Qi
theoricien	8j 14h 2m	Age : Conscience planétaire · V	125	Conscience planétaire · V	10	365	11.5B	4.35Qi
theoricien	8j 18h 28m	Age : Conscience planétaire · VI	132	Conscience planétaire · VI	10	371	37.5B	17.0Qi
theoricien	8j 18h 29m	Age : Conscience planétaire · VII	132	Conscience planétaire · VII	10	371	37.5B	17.0Qi
theoricien	8j 23h 10m	Age : Conscience planétaire · IX	138	Conscience planétaire · IX	10	376	87.2B	280.6Qi
theoricien	8j 23h 11m	Age : Conscience planétaire · X	138	Conscience planétaire · X	10	376	87.2B	280.6Qi
theoricien	8j 23h 12m	Age : Conscience planétaire · VIII	139	Conscience planétaire · VIII	10	377	162.7B	0.0
lecteur	0m 0s	Age : Campement	0	Campement	0	0	0.0	0.0
lecteur	1m 20s	Age : Grand Feu	0	Grand Feu	0	0	0.0	0.0
lecteur	3m 20s	Age : Abris	0	Abris	0	0	0.0	0.0
lecteur	14m 0s	Age : Clans	0	Clans	0	0	0.0	0.0
lecteur	50m 0s	Age : Maîtrise du bois	0	Maîtrise du bois	0	0	0.0	0.0
lecteur	2h 36m	Age : Hameau	0	Hameau	0	0	0.0	0.0
lecteur	5h 48m	Dynastie 1 fondee	2	Campement	0	1	1.0	0.0
lecteur	1j 12h 56m	Age : Hameau protégé	638	Hameau protégé	0	8	77	1.36K
lecteur	1j 15h 18m	Dynastie 10 fondee	692	Campement	0	10	195	0.0
lecteur	1j 16h 12m	Age : Village	711	Village	0	10	193	2.51K
lecteur	1j 17h 36m	Grand Reset 1	0	Campement	1	12	26	0.0
lecteur	1j 23h 33m	Acte I (Fondation) complete	6	Abris	1	12	25	3.59K
lecteur	2j 0h 29m	Acte II (Domination) complete	9	Campement	1	12	25	3.64K
lecteur	2j 8h 48m	Age : Les Entrepôts	164	Les Entrepôts	1	26	140	7.54K
lecteur	2j 11h 36m	Age : Bourg agricole	221	Bourg agricole	1	30	269	30.4K
lecteur	2j 17h 35m	Age : Bourg des artisans	338	Bourg des artisans	1	35	240	153.2K
lecteur	2j 18h 37m	Age : Bourg marchand	355	Bourg marchand	1	36	322	376.0K
lecteur	3j 5h 39m	Age : Cité marchande	174	Cité marchande	2	66	576	827.4K
lecteur	3j 7h 35m	Age : Cité commerciale	201	Cité commerciale	2	70	1.15K	3.05M
lecteur	3j 7h 35m	Grand Reset 3	0	Campement	3	71	187	0.0
lecteur	3j 15h 6m	Age : Cité portuaire	75	Cité portuaire	3	105	2.39K	7.33M
lecteur	3j 21h 51m	Age : Cité fortifiée	49	Cité fortifiée	4	141	3.88K	13.2M
lecteur	3j 22h 8m	Grand Reset 5	0	Campement	5	143	170	0.0
lecteur	4j 9h 42m	Age : Cité administrative	34	Cité administrative	6	214	8.53K	3.18M
lecteur	4j 10h 37m	Age : Principauté	39	Principauté	6	218	15.4K	15.3M
lecteur	5j 4h 49m	Age : Principauté marchande	38	Principauté marchande	8	269	33.0K	24.2M
lecteur	5j 6h 12m	Age : Royaume	46	Royaume	8	276	68.3K	314.9M
lecteur	5j 6h 14m	Age : Royaume diplomate	46	Royaume diplomate	8	276	68.3K	314.9M
lecteur	5j 6h 14m	Arbre de Ruines complet	47	Principauté marchande	8	277	119.2K	0.0
lecteur	6j 12h 52m	Age : Royaume savant	1	Royaume savant	9	278	104.2K	0.0
lecteur	6j 14h 13m	Grand Reset 10	0	Campement	10	279	67.3K	0.0
lecteur	7j 19h 56m	Age : Royaume conquérant	1	Royaume conquérant	10	280	207.5K	0.0
lecteur	8j 9h 29m	Age : Empire naissant	49	Empire naissant	10	327	1.59M	0.0
lecteur	8j 10h 55m	Age : Empire provincial	58	Empire provincial	10	335	3.32M	5.73B
lecteur	8j 10h 57m	Age : Empire	58	Empire	10	335	3.32M	5.73B
lecteur	8j 11h 20m	Age : Capitale impériale	59	Capitale impériale	10	336	4.63M	0.0
lecteur	8j 13h 24m	Age : Capitale monumentale	68	Capitale monumentale	10	344	13.0M	34.0B
lecteur	8j 13h 54m	Age : Agglomération impériale	69	Agglomération impériale	10	345	16.0M	0.0
lecteur	8j 16h 0m	Age : Métropole	77	Métropole	10	352	34.4M	1.11T
lecteur	8j 16h 2m	Age : Mégalopole	77	Mégalopole	10	352	34.4M	1.11T
lecteur	8j 19h 26m	Age : Mégalopole stratifiée	86	Mégalopole stratifiée	10	360	109.8M	64.7T
lecteur	8j 19h 27m	Age : Réseau continental	86	Réseau continental	10	360	109.8M	64.7T
lecteur	8j 19h 28m	Age : Machination	86	Machination	10	360	109.8M	64.7T
lecteur	8j 23h 49m	Age : Singularité · II	96	Singularité · II	10	369	394.8M	868.9T
lecteur	8j 23h 50m	Age : Singularité · III	96	Singularité · III	10	369	394.8M	868.9T
lecteur	8j 23h 50m	Age : Singularité · IV	96	Singularité · IV	10	369	394.8M	868.9T
lecteur	9j 4h 26m	Age : Singularité · VI	106	Singularité · VI	10	378	1.11B	17.1Qa
lecteur	9j 4h 26m	Age : Singularité · VII	106	Singularité · VII	10	378	1.11B	17.1Qa
lecteur	9j 4h 27m	Age : Singularité · VIII	106	Singularité · VIII	10	378	1.11B	17.1Qa
lecteur	9j 4h 27m	Age : Singularité · V	107	Singularité · V	10	379	2.09B	0.0
lecteur	9j 4h 58m	Age : Singularité	108	Singularité	10	380	2.69B	0.0
lecteur	9j 8h 31m	Age : Singularité · IX	115	Singularité · IX	10	386	3.41B	264.6Qa
lecteur	9j 8h 32m	Age : Singularité · XI	115	Singularité · XI	10	386	3.41B	264.6Qa
lecteur	9j 8h 32m	Age : Conscience planétaire	115	Conscience planétaire	10	386	3.41B	264.6Qa
lecteur	9j 12h 7m	Age : Conscience planétaire · III	123	Conscience planétaire · III	10	393	9.61B	2.99Qi
lecteur	9j 12h 8m	Age : Conscience planétaire · IV	123	Conscience planétaire · IV	10	393	9.61B	2.99Qi
lecteur	9j 12h 9m	Age : Conscience planétaire · II	124	Conscience planétaire · II	10	394	18.2B	0.0
lecteur	9j 14h 12m	Age : Conscience planétaire · V	128	Conscience planétaire · V	10	397	26.2B	12.1Qi
lecteur	9j 14h 12m	Age : Conscience planétaire · VI	128	Conscience planétaire · VI	10	397	26.2B	12.1Qi
lecteur	9j 16h 17m	Age : Conscience planétaire · VII	133	Conscience planétaire · VII	10	401	60.9B	41.5Qi
lecteur	9j 16h 17m	Age : Conscience planétaire · VIII	133	Conscience planétaire · VIII	10	401	60.9B	41.5Qi
lecteur	9j 17h 19m	Age : Singularité · X	136	Singularité · X	10	404	124.9B	0.0
lecteur	9j 18h 21m	Age : Conscience planétaire · IX	138	Conscience planétaire · IX	10	405	127.6B	149.0Qi
lecteur	9j 18h 22m	Age : Conscience planétaire · X	138	Conscience planétaire · X	10	405	127.6B	149.0Qi
