profil	temps_virtuel	jalon	cycle	age	GR	dynasties	legitimite	ruines
prudent	2j 0h 43m	Acte I (Fondation) complete	6	Abris	1	19	13	5.17K
prudent	2j 0h 49m	Acte II (Domination) complete	9	Campement	1	19	13	5.20K
prudent	2j 12h 22m	Age : Cité marchande	142	Cité marchande	1	42	221	114.9K
prudent	2j 13h 17m	Age : Cité commerciale	152	Cité commerciale	1	44	392	428.9K
prudent	2j 21h 44m	Age : Cité portuaire	86	Cité portuaire	2	75	1.04K	1.97M
prudent	2j 21h 45m	Grand Reset 3	0	Campement	3	76	46	0.0
prudent	3j 10h 16m	Age : Cité fortifiée	72	Cité fortifiée	4	143	3.36K	6.47M
prudent	3j 10h 31m	Grand Reset 5	0	Campement	5	145	119	0.0
prudent	3j 15h 29m	Age : Cité administrative	58	Cité administrative	5	179	5.47K	4.53M
prudent	3j 22h 44m	Age : Principauté	59	Principauté	6	222	16.5K	57.3M
prudent	4j 8h 49m	Age : Principauté marchande	9	Principauté marchande	7	234	25.4K	0.0
prudent	5j 13h 30m	Age : Royaume	0	Royaume	9	247	16.9K	0.0
prudent	6j 1h 47m	Age : Royaume diplomate	1	Royaume diplomate	9	248	62.9K	0.0
prudent	6j 10h 54m	Grand Reset 10	0	Campement	10	250	57.2K	0.0
prudent	7j 9h 30m	Age : Royaume savant	1	Royaume savant	10	251	191.1K	0.0
prudent	8j 6h 3m	Age : Royaume conquérant	8	Royaume conquérant	10	258	1.51M	0.0
prudent	8j 8h 50m	Age : Empire naissant	10	Empire naissant	10	260	2.20M	0.0
prudent	8j 9h 24m	Arbre de Ruines complet	14	Campement	10	264	2.68M	0.0
prudent	8j 16h 32m	Age : Mégalopole	115	Mégalopole	10	330	19.2M	51.1T
prudent	8j 16h 33m	Age : Mégalopole stratifiée	115	Mégalopole stratifiée	10	330	19.2M	51.1T
prudent	8j 16h 34m	Age : Réseau continental	115	Réseau continental	10	330	19.2M	51.1T
prudent	8j 16h 40m	Age : Empire provincial	117	Empire provincial	10	331	70.3M	685.8M
prudent	8j 16h 55m	Age : Machination	122	Machination	10	333	72.0M	105.3T
prudent	8j 17h 2m	Age : Empire	124	Empire	10	334	155.5M	1.01B
prudent	8j 17h 5m	Age : Singularité	125	Singularité	10	334	155.5M	201.9T
prudent	8j 17h 14m	Age : Singularité · II	128	Singularité · II	10	335	264.2M	293.4T
prudent	8j 17h 29m	Age : Capitale impériale	133	Capitale impériale	10	337	580.5M	1.41B
prudent	8j 17h 32m	Age : Singularité · III	134	Singularité · III	10	337	580.5M	362.5T
prudent	8j 17h 50m	Age : Singularité · IV	140	Singularité · IV	10	339	964.4M	623.4T
prudent	8j 18h 27m	Age : Singularité · V	152	Singularité · V	10	343	1.99B	951.0T
prudent	8j 18h 51m	Age : Capitale monumentale	160	Capitale monumentale	10	346	2.97B	2.51B
prudent	8j 19h 39m	Age : Singularité · VI	176	Singularité · VI	10	351	4.84B	1.59Qa
prudent	8j 20h 52m	Age : Singularité · VII	200	Singularité · VII	10	359	8.58B	2.22Qa
prudent	8j 22h 29m	Age : Agglomération impériale	232	Agglomération impériale	10	370	15.0B	4.32B
prudent	8j 22h 51m	Age : Conscience planétaire · V	240	Conscience planétaire · V	10	372	16.3B	79.0Qi
prudent	8j 22h 52m	Age : Conscience planétaire · VI	240	Conscience planétaire · VI	10	372	16.3B	79.0Qi
prudent	8j 22h 53m	Age : Conscience planétaire · VII	240	Conscience planétaire · VII	10	372	16.3B	79.0Qi
prudent	8j 22h 53m	Age : Conscience planétaire · VIII	240	Conscience planétaire · VIII	10	372	16.3B	79.0Qi
prudent	8j 23h 2m	Age : Singularité · VIII	243	Singularité · VIII	10	373	47.3B	5.09Qa
prudent	8j 23h 2m	Age : Singularité · IX	243	Singularité · IX	10	373	47.3B	5.09Qa
prudent	8j 23h 14m	Age : Conscience planétaire · IX	247	Conscience planétaire · IX	10	374	48.3B	158.1Qi
prudent	8j 23h 23m	Age : Singularité · X	250	Singularité · X	10	375	98.9B	6.80Qa
prudent	8j 23h 29m	Age : Métropole	252	Métropole	10	376	100.2B	8.18B
prudent	8j 23h 35m	Age : Conscience planétaire · X	254	Conscience planétaire · X	10	376	100.2B	254.8Qi
prudent	8j 23h 47m	Age : Conscience planétaire · XI	258	Conscience planétaire · XI	10	377	168.2B	377.7Qi
prudent	8j 23h 57m	Age : Singularité · XI	261	Singularité · XI	10	378	253.9B	14.2Qa
prudent	9j 0h 12m	Age : Noosphère	266	Noosphère	10	379	356.9B	676.7Qi
prudent	9j 0h 21m	Age : Conscience planétaire	269	Conscience planétaire	10	380	477.6B	20.7Qa
prudent	9j 1h 0m	Age : Noosphère · II	282	Noosphère · II	10	383	938.7B	1.41Sx
prudent	9j 1h 9m	Age : Conscience planétaire · II	285	Conscience planétaire · II	10	384	1.12T	33.9Qa
completionniste	0m 0s	Age : Campement	0	Campement	0	0	0.0	0.0
completionniste	1m 20s	Age : Grand Feu	0	Grand Feu	0	0	0.0	0.0
completionniste	3m 20s	Age : Abris	0	Abris	0	0	0.0	0.0
completionniste	14m 0s	Age : Clans	0	Clans	0	0	0.0	0.0
completionniste	50m 0s	Age : Maîtrise du bois	0	Maîtrise du bois	0	0	0.0	0.0
completionniste	2h 36m	Age : Hameau	0	Hameau	0	0	0.0	0.0
completionniste	16h 44m	Dynastie 1 fondee	15	Campement	0	1	2.0	0.0
completionniste	1j 7h 0m	Age : Hameau protégé	111	Hameau protégé	0	7	11	634
completionniste	1j 11h 24m	Dynastie 10 fondee	159	Campement	0	10	19	0.0
completionniste	1j 12h 22m	Age : Village	167	Village	0	10	19	1.69K
completionniste	1j 14h 33m	Age : Les Entrepôts	191	Les Entrepôts	0	12	60	4.27K
completionniste	1j 16h 39m	Age : Bourg agricole	214	Bourg agricole	0	14	112	8.87K
completionniste	1j 16h 45m	Age : Bourg des artisans	215	Bourg des artisans	0	14	112	10.9K
completionniste	1j 19h 20m	Age : Bourg marchand	241	Bourg marchand	0	18	251	24.8K
completionniste	1j 20h 14m	Grand Reset 1	0	Campement	1	20	43	0.0
completionniste	2j 3h 16m	Acte I (Fondation) complete	6	Clans	1	20	43	9.43K
completionniste	2j 3h 21m	Acte II (Domination) complete	9	Campement	1	20	43	9.46K
completionniste	2j 14h 38m	Age : Cité marchande	143	Cité marchande	1	44	341	377.7K
completionniste	2j 14h 45m	Age : Cité commerciale	144	Cité commerciale	1	44	340	368.0K
completionniste	2j 23h 41m	Grand Reset 3	0	Campement	3	77	175	0.0
completionniste	3j 7h 13m	Age : Cité portuaire	78	Cité portuaire	3	108	2.02K	2.27M
completionniste	3j 7h 18m	Age : Cité fortifiée	79	Cité fortifiée	3	108	2.02K	2.02M
completionniste	3j 14h 35m	Grand Reset 5	0	Campement	5	147	3.8	0.0
completionniste	3j 18h 43m	Age : Cité administrative	55	Cité administrative	5	180	3.82K	3.75M
completionniste	4j 0h 49m	Age : Principauté	60	Principauté	6	223	17.2K	52.8M
completionniste	4j 10h 31m	Age : Principauté marchande	9	Principauté marchande	7	233	24.7K	0.0
completionniste	5j 11h 1m	Age : Royaume	1	Royaume	9	248	11.2K	0.0
completionniste	5j 21h 59m	Grand Reset 10	0	Campement	10	252	56.5K	0.0
completionniste	6j 6h 45m	Age : Royaume diplomate	0	Royaume diplomate	10	252	56.5K	0.0
completionniste	6j 20h 38m	Age : Royaume savant	1	Royaume savant	10	253	189.6K	0.0
completionniste	7j 17h 1m	Age : Royaume conquérant	8	Royaume conquérant	10	260	1.52M	0.0
completionniste	7j 19h 49m	Arbre de Ruines complet	16	Campement	10	268	2.44M	0.0
completionniste	7j 23h 10m	Age : Empire naissant	48	Empire naissant	10	299	2.63M	612.0M
completionniste	8j 2h 43m	Age : Mégalopole	117	Mégalopole	10	333	19.2M	45.8T
completionniste	8j 2h 44m	Age : Mégalopole stratifiée	117	Mégalopole stratifiée	10	333	19.2M	45.8T
completionniste	8j 2h 44m	Age : Réseau continental	117	Réseau continental	10	333	19.2M	45.8T
completionniste	8j 2h 51m	Age : Empire provincial	119	Empire provincial	10	334	68.3M	763.7M
completionniste	8j 2h 54m	Age : Machination	120	Machination	10	334	68.3M	111.3T
completionniste	8j 3h 0m	Age : Empire	122	Empire	10	335	148.2M	990.0M
completionniste	8j 3h 9m	Age : Singularité	125	Singularité	10	336	149.4M	166.4T
completionniste	8j 3h 28m	Age : Singularité · II	131	Singularité · II	10	338	393.2M	390.9T
completionniste	8j 3h 34m	Age : Capitale impériale	133	Capitale impériale	10	339	555.4M	1.38B
completionniste	8j 3h 37m	Age : Singularité · III	134	Singularité · III	10	339	555.4M	438.1T
completionniste	8j 4h 4m	Age : Singularité · IV	143	Singularité · IV	10	342	1.18B	699.0T
completionniste	8j 4h 41m	Age : Singularité · V	155	Singularité · V	10	346	2.28B	1.02Qa
completionniste	8j 5h 5m	Age : Capitale monumentale	163	Capitale monumentale	10	349	3.29B	2.61B
completionniste	8j 5h 53m	Age : Singularité · VI	179	Singularité · VI	10	354	5.24B	1.66Qa
completionniste	8j 7h 6m	Age : Singularité · VII	203	Singularité · VII	10	362	9.07B	2.28Qa
completionniste	8j 8h 16m	Age : Agglomération impériale	226	Agglomération impériale	10	370	13.7B	4.18B
completionniste	8j 8h 56m	Age : Conscience planétaire · V	240	Conscience planétaire · V	10	374	16.2B	68.6Qi
completionniste	8j 8h 57m	Age : Conscience planétaire · VI	240	Conscience planétaire · VI	10	374	16.2B	68.6Qi
completionniste	8j 8h 57m	Age : Conscience planétaire · VII	240	Conscience planétaire · VII	10	374	16.2B	68.6Qi
completionniste	8j 8h 58m	Age : Conscience planétaire · VIII	240	Conscience planétaire · VIII	10	374	16.2B	68.6Qi
completionniste	8j 9h 6m	Age : Singularité · VIII	243	Singularité · VIII	10	375	45.6B	5.88Qa
completionniste	8j 9h 7m	Age : Singularité · IX	243	Singularité · IX	10	375	45.6B	5.88Qa
completionniste	8j 9h 27m	Age : Conscience planétaire · IX	250	Conscience planétaire · IX	10	377	47.6B	158.4Qi
completionniste	8j 9h 37m	Age : Singularité · X	253	Singularité · X	10	378	98.1B	6.91Qa
completionniste	8j 9h 40m	Age : Conscience planétaire · X	254	Conscience planétaire · X	10	378	98.1B	274.2Qi
completionniste	8j 9h 46m	Age : Métropole	256	Métropole	10	379	167.8B	7.76B
completionniste	8j 9h 52m	Age : Conscience planétaire · XI	258	Conscience planétaire · XI	10	379	167.8B	412.0Qi
completionniste	8j 10h 1m	Age : Singularité · XI	261	Singularité · XI	10	380	256.3B	12.1Qa
completionniste	8j 10h 16m	Age : Noosphère	266	Noosphère	10	381	363.4B	749.5Qi
completionniste	8j 10h 25m	Age : Conscience planétaire	269	Conscience planétaire	10	382	489.1B	17.7Qa
completionniste	8j 10h 53m	Age : Noosphère · II	278	Noosphère · II	10	384	793.7B	1.36Sx
completionniste	8j 11h 14m	Age : Conscience planétaire · II	285	Conscience planétaire · II	10	386	1.17T	29.3Qa
completionniste	8j 12h 5m	Age : Noosphère · III	302	Noosphère · III	10	390	2.11T	2.84Sx
completionniste	8j 12h 26m	Age : Conscience planétaire · III	309	Conscience planétaire · III	10	392	2.67T	47.2Qa
completionniste	8j 14h 6m	Age : Noosphère · IV	342	Noosphère · IV	10	400	5.53T	5.89Sx
completionniste	8j 14h 39m	Age : Conscience planétaire · IV	353	Conscience planétaire · IV	10	403	6.84T	81.2Qa
completionniste	8j 17h 8m	Age : Noosphère · IX	403	Noosphère · IX	10	415	13.3T	62.0Sp
completionniste	8j 17h 9m	Age : Noosphère · XI	403	Noosphère · XI	10	415	13.3T	62.0Sp
completionniste	8j 17h 10m	Age : Essaim orbital	403	Essaim orbital	10	415	13.3T	62.0Sp
completionniste	8j 17h 22m	Age : Noosphère · V	407	Noosphère · V	10	416	27.2T	23.1Sx
completionniste	8j 17h 23m	Age : Noosphère · X	408	Noosphère · X	10	416	27.2T	106.6Sp
completionniste	8j 17h 37m	Age : Noosphère · VI	412	Noosphère · VI	10	417	47.3T	30.0Sx
completionniste	8j 17h 52m	Age : Essaim orbital · II	417	Essaim orbital · II	10	418	48.4T	176.1Sp
completionniste	8j 18h 8m	Age : Essaim orbital · III	422	Essaim orbital · III	10	419	76.5T	283.4Sp
completionniste	8j 18h 20m	Age : Noosphère · VII	426	Noosphère · VII	10	420	112.7T	58.2Sx
completionniste	8j 19h 8m	Age : Essaim orbital · IV	442	Essaim orbital · IV	10	423	256.0T	825.1Sp
completionniste	8j 19h 20m	Age : Noosphère · VIII	446	Noosphère · VIII	10	424	321.5T	128.3Sx
completionniste	8j 20h 24m	Age : Essaim orbital · V	467	Essaim orbital · V	10	428	642.9T	1.96Oc
completionniste	8j 20h 40m	Age : Essaim orbital · VI	472	Essaim orbital · VI	10	429	736.7T	1.98Oc
completionniste	8j 22h 15m	Age : Essaim orbital · VII	502	Essaim orbital · VII	10	435	1.93Qa	4.93Oc
completionniste	8j 22h 16m	Age : Essaim orbital · VIII	502	Essaim orbital · VIII	10	435	1.93Qa	4.93Oc
theoricien	0m 0s	Age : Campement	0	Campement	0	0	0.0	0.0
theoricien	1m 20s	Age : Grand Feu	0	Grand Feu	0	0	0.0	0.0
theoricien	3m 20s	Age : Abris	0	Abris	0	0	0.0	0.0
theoricien	14m 0s	Age : Clans	0	Clans	0	0	0.0	0.0
theoricien	50m 0s	Age : Maîtrise du bois	0	Maîtrise du bois	0	0	0.0	0.0
theoricien	2h 36m	Age : Hameau	0	Hameau	0	0	0.0	0.0
theoricien	14h 58m	Dynastie 1 fondee	13	Campement	0	1	2.0	0.0
theoricien	1j 5h 12m	Age : Hameau protégé	109	Hameau protégé	0	6	2.1	785
theoricien	1j 9h 49m	Age : Village	154	Village	0	8	13	1.67K
theoricien	1j 11h 0m	Dynastie 10 fondee	167	Campement	0	10	27	0.0
theoricien	1j 14h 2m	Age : Les Entrepôts	199	Les Entrepôts	0	12	69	5.18K
theoricien	1j 15h 39m	Age : Bourg agricole	218	Bourg agricole	0	13	93	6.05K
theoricien	1j 17h 48m	Age : Bourg des artisans	241	Bourg des artisans	0	16	191	24.5K
theoricien	1j 17h 49m	Age : Bourg marchand	241	Bourg marchand	0	16	191	24.5K
theoricien	1j 19h 17m	Grand Reset 1	0	Campement	1	19	20	0.0
theoricien	2j 4h 3m	Acte I (Fondation) complete	6	Clans	1	19	20	10.8K
theoricien	2j 4h 7m	Acte II (Domination) complete	9	Campement	1	19	20	10.9K
theoricien	2j 16h 19m	Age : Cité marchande	153	Cité marchande	1	43	319	377.9K
theoricien	3j 0h 26m	Age : Cité commerciale	88	Cité commerciale	2	72	671	568.1K
theoricien	3j 1h 17m	Age : Cité portuaire	98	Cité portuaire	2	75	1.02K	1.46M
theoricien	3j 1h 22m	Grand Reset 3	0	Campement	3	76	143	0.0
theoricien	3j 8h 12m	Age : Cité fortifiée	80	Cité fortifiée	3	108	2.19K	5.42M
theoricien	3j 15h 0m	Grand Reset 5	0	Campement	5	145	687	0.0
theoricien	3j 21h 0m	Age : Cité administrative	26	Cité administrative	5	170	2.66K	429.1K
theoricien	4j 3h 32m	Age : Principauté	57	Principauté	6	221	14.9K	60.1M
theoricien	4j 13h 58m	Age : Principauté marchande	9	Principauté marchande	7	233	26.9K	0.0
theoricien	5j 18h 16m	Age : Royaume	0	Royaume	9	242	14.8K	0.0
theoricien	6j 5h 49m	Age : Royaume diplomate	1	Royaume diplomate	9	243	59.5K	0.0
theoricien	6j 14h 45m	Grand Reset 10	0	Campement	10	245	51.2K	0.0
theoricien	7j 13h 19m	Age : Royaume savant	1	Royaume savant	10	246	180.3K	0.0
theoricien	8j 9h 48m	Age : Royaume conquérant	8	Royaume conquérant	10	253	1.53M	0.0
theoricien	8j 12h 33m	Arbre de Ruines complet	16	Campement	10	261	2.45M	0.0
theoricien	8j 15h 55m	Age : Empire naissant	48	Empire naissant	10	292	2.65M	589.5M
theoricien	8j 19h 22m	Age : Empire provincial	114	Empire provincial	10	325	18.8M	474.7M
theoricien	8j 19h 29m	Age : Mégalopole	117	Mégalopole	10	326	19.4M	46.6T
theoricien	8j 19h 29m	Age : Mégalopole stratifiée	117	Mégalopole stratifiée	10	326	19.4M	46.6T
theoricien	8j 19h 30m	Age : Réseau continental	117	Réseau continental	10	326	19.4M	46.6T
theoricien	8j 19h 39m	Age : Machination	120	Machination	10	327	68.8M	113.4T
theoricien	8j 19h 46m	Age : Empire	122	Empire	10	328	149.4M	1.01B
theoricien	8j 19h 55m	Age : Singularité	125	Singularité	10	329	150.6M	169.4T
theoricien	8j 20h 4m	Age : Singularité · II	128	Singularité · II	10	330	263.4M	238.3T
theoricien	8j 20h 19m	Age : Capitale impériale	133	Capitale impériale	10	332	560.0M	1.41B
theoricien	8j 20h 22m	Age : Singularité · III	134	Singularité · III	10	332	560.0M	446.2T
theoricien	8j 20h 50m	Age : Singularité · IV	143	Singularité · IV	10	335	1.19B	711.9T
theoricien	8j 21h 26m	Age : Singularité · V	155	Singularité · V	10	339	2.30B	1.04Qa
theoricien	8j 21h 50m	Age : Capitale monumentale	163	Capitale monumentale	10	342	3.32B	2.66B
theoricien	8j 22h 39m	Age : Singularité · VI	179	Singularité · VI	10	347	5.28B	1.69Qa
theoricien	8j 23h 52m	Age : Singularité · VII	203	Singularité · VII	10	355	9.15B	2.33Qa
theoricien	9j 1h 1m	Age : Agglomération impériale	226	Agglomération impériale	10	363	13.8B	4.26B
theoricien	9j 1h 41m	Age : Conscience planétaire · V	240	Conscience planétaire · V	10	367	16.4B	69.7Qi
theoricien	9j 1h 42m	Age : Conscience planétaire · VI	240	Conscience planétaire · VI	10	367	16.4B	69.7Qi
theoricien	9j 1h 43m	Age : Conscience planétaire · VII	240	Conscience planétaire · VII	10	367	16.4B	69.7Qi
theoricien	9j 1h 43m	Age : Conscience planétaire · VIII	240	Conscience planétaire · VIII	10	367	16.4B	69.7Qi
theoricien	9j 1h 52m	Age : Singularité · VIII	243	Singularité · VIII	10	368	45.9B	5.99Qa
theoricien	9j 1h 53m	Age : Singularité · IX	243	Singularité · IX	10	368	45.9B	5.99Qa
theoricien	9j 2h 13m	Age : Conscience planétaire · IX	250	Conscience planétaire · IX	10	370	48.0B	160.9Qi
theoricien	9j 2h 23m	Age : Singularité · X	253	Singularité · X	10	371	98.9B	7.03Qa
theoricien	9j 2h 26m	Age : Conscience planétaire · X	254	Conscience planétaire · X	10	371	98.9B	278.5Qi
theoricien	9j 2h 32m	Age : Métropole	256	Métropole	10	372	169.1B	7.92B
theoricien	9j 2h 38m	Age : Conscience planétaire · XI	258	Conscience planétaire · XI	10	372	169.1B	418.5Qi
theoricien	9j 2h 47m	Age : Singularité · XI	261	Singularité · XI	10	373	258.2B	12.3Qa
theoricien	9j 3h 2m	Age : Noosphère	266	Noosphère	10	374	366.0B	761.3Qi
theoricien	9j 3h 11m	Age : Conscience planétaire	269	Conscience planétaire	10	375	492.6B	18.0Qa
theoricien	9j 3h 38m	Age : Noosphère · II	278	Noosphère · II	10	377	799.4B	1.38Sx
theoricien	9j 3h 59m	Age : Conscience planétaire · II	285	Conscience planétaire · II	10	379	1.17T	29.8Qa
theoricien	9j 4h 51m	Age : Noosphère · III	302	Noosphère · III	10	383	2.12T	2.88Sx
theoricien	9j 5h 12m	Age : Conscience planétaire · III	309	Conscience planétaire · III	10	385	2.69T	48.0Qa
theoricien	9j 6h 52m	Age : Noosphère · IV	342	Noosphère · IV	10	393	5.57T	5.98Sx
theoricien	9j 7h 25m	Age : Conscience planétaire · IV	353	Conscience planétaire · IV	10	396	6.89T	82.6Qa
theoricien	9j 9h 54m	Age : Noosphère · IX	403	Noosphère · IX	10	408	13.4T	62.8Sp
theoricien	9j 9h 55m	Age : Noosphère · XI	403	Noosphère · XI	10	408	13.4T	62.8Sp
theoricien	9j 9h 56m	Age : Essaim orbital	403	Essaim orbital	10	408	13.4T	62.8Sp
theoricien	9j 10h 7m	Age : Noosphère · V	407	Noosphère · V	10	409	27.4T	23.4Sx
theoricien	9j 10h 9m	Age : Noosphère · X	408	Noosphère · X	10	409	27.4T	108.0Sp
theoricien	9j 10h 23m	Age : Noosphère · VI	412	Noosphère · VI	10	410	47.6T	30.5Sx
theoricien	9j 10h 37m	Age : Essaim orbital · II	417	Essaim orbital · II	10	411	48.7T	178.4Sp
theoricien	9j 10h 53m	Age : Essaim orbital · III	422	Essaim orbital · III	10	412	77.0T	287.1Sp
theoricien	9j 11h 5m	Age : Noosphère · VII	426	Noosphère · VII	10	413	113.3T	59.0Sx
theoricien	9j 11h 54m	Age : Essaim orbital · IV	442	Essaim orbital · IV	10	416	257.5T	835.6Sp
theoricien	9j 12h 6m	Age : Noosphère · VIII	446	Noosphère · VIII	10	417	323.4T	130.2Sx
theoricien	9j 13h 9m	Age : Essaim orbital · V	467	Essaim orbital · V	10	421	646.5T	1.98Oc
theoricien	9j 13h 26m	Age : Essaim orbital · VI	472	Essaim orbital · VI	10	422	740.9T	2.01Oc
theoricien	9j 15h 1m	Age : Essaim orbital · VII	502	Essaim orbital · VII	10	428	1.94Qa	4.99Oc
theoricien	9j 15h 1m	Age : Essaim orbital · VIII	502	Essaim orbital · VIII	10	428	1.94Qa	4.99Oc
theoricien	9j 17h 44m	Age : Essaim orbital · IX	552	Essaim orbital · IX	10	438	6.47Qa	13.6Oc
theoricien	9j 20h 13m	Age : Essaim orbital · XI	598	Essaim orbital · XI	10	447	14.4Qa	33.9No
theoricien	9j 20h 14m	Age : Sphère de Dyson	598	Sphère de Dyson	10	447	14.4Qa	33.9No
theoricien	9j 20h 15m	Age : Sphère de Dyson · II	598	Sphère de Dyson · II	10	447	14.4Qa	33.9No
theoricien	9j 20h 17m	Age : Sphère de Dyson · III	598	Sphère de Dyson · III	10	447	14.4Qa	33.9No
theoricien	9j 20h 51m	Age : Essaim orbital · X	608	Essaim orbital · X	10	449	27.9Qa	50.2Oc
theoricien	9j 22h 3m	Age : Sphère de Dyson · IV	629	Sphère de Dyson · IV	10	453	35.4Qa	265.7No
theoricien	9j 22h 59m	Age : Sphère de Dyson · V	645	Sphère de Dyson · V	10	456	71.0Qa	693.1No
theoricien	10j 0h 33m	Age : Sphère de Dyson · VI	672	Sphère de Dyson · VI	10	461	188.3Qa	1.35Dc
lecteur	0m 0s	Age : Campement	0	Campement	0	0	0.0	0.0
lecteur	1m 20s	Age : Grand Feu	0	Grand Feu	0	0	0.0	0.0
lecteur	3m 20s	Age : Abris	0	Abris	0	0	0.0	0.0
lecteur	14m 0s	Age : Clans	0	Clans	0	0	0.0	0.0
lecteur	50m 0s	Age : Maîtrise du bois	0	Maîtrise du bois	0	0	0.0	0.0
lecteur	2h 36m	Age : Hameau	0	Hameau	0	0	0.0	0.0
lecteur	5h 48m	Dynastie 1 fondee	2	Campement	0	1	1.0	0.0
lecteur	2j 3h 47m	Age : Hameau protégé	764	Hameau protégé	0	9	93	1.17K
lecteur	2j 4h 4m	Dynastie 10 fondee	771	Campement	0	10	161	0.0
lecteur	2j 6h 14m	Age : Village	817	Village	0	11	230	2.24K
lecteur	2j 7h 0m	Grand Reset 1	0	Campement	1	12	5.9	0.0
lecteur	2j 14h 14m	Acte I (Fondation) complete	7	Abris	1	12	5.1	1.92K
lecteur	2j 14h 21m	Acte II (Domination) complete	10	Campement	1	12	5.1	1.94K
lecteur	3j 5h 12m	Age : Les Entrepôts	293	Les Entrepôts	1	27	231	14.2K
lecteur	3j 9h 45m	Age : Bourg agricole	385	Bourg agricole	1	30	59	50.3K
lecteur	3j 12h 46m	Age : Bourg des artisans	445	Bourg des artisans	1	33	241	105.2K
lecteur	3j 16h 20m	Age : Bourg marchand	511	Bourg marchand	1	36	486	300.0K
lecteur	4j 4h 52m	Age : Cité marchande	190	Cité marchande	2	66	775	973.7K
lecteur	4j 5h 42m	Age : Cité commerciale	205	Cité commerciale	2	67	912	2.06M
lecteur	4j 6h 13m	Grand Reset 3	0	Campement	3	69	68	0.0
lecteur	4j 14h 34m	Age : Cité portuaire	147	Cité portuaire	3	102	2.05K	6.84M
lecteur	4j 20h 35m	Age : Cité fortifiée	98	Cité fortifiée	4	140	4.00K	26.2M
lecteur	4j 20h 50m	Grand Reset 5	0	Campement	5	142	387	0.0
lecteur	5j 9h 14m	Age : Cité administrative	38	Cité administrative	6	212	10.3K	2.65M
lecteur	5j 22h 11m	Age : Principauté	6	Principauté	7	223	26.0K	0.0
lecteur	6j 12h 10m	Age : Principauté marchande	1	Principauté marchande	8	226	13.8K	0.0
lecteur	7j 13h 30m	Age : Royaume	1	Royaume	9	230	22.8K	0.0
lecteur	8j 2h 35m	Grand Reset 10	0	Campement	10	233	34.0K	0.0
lecteur	8j 15h 16m	Age : Royaume diplomate	0	Royaume diplomate	10	233	34.0K	0.0
lecteur	9j 2h 32m	Age : Royaume savant	1	Royaume savant	10	234	144.5K	0.0
lecteur	9j 21h 47m	Age : Royaume conquérant	8	Royaume conquérant	10	241	1.41M	0.0
lecteur	10j 0h 32m	Age : Empire naissant	10	Empire naissant	10	243	2.09M	0.0
lecteur	10j 1h 21m	Arbre de Ruines complet	16	Campement	10	249	2.59M	0.0
lecteur	10j 4h 46m	Age : Empire provincial	48	Empire provincial	10	280	2.79M	728.6M
lecteur	10j 8h 28m	Age : Mégalopole	117	Mégalopole	10	314	21.7M	54.6T
lecteur	10j 8h 29m	Age : Mégalopole stratifiée	117	Mégalopole stratifiée	10	314	21.7M	54.6T
lecteur	10j 8h 30m	Age : Réseau continental	117	Réseau continental	10	314	21.7M	54.6T
lecteur	10j 8h 31m	Age : Machination	117	Machination	10	314	21.7M	54.6T
lecteur	10j 8h 37m	Age : Empire	119	Empire	10	315	84.6M	607.9M
lecteur	10j 9h 2m	Age : Singularité	127	Singularité	10	318	171.7M	262.1T
lecteur	10j 9h 2m	Age : Singularité · II	127	Singularité · II	10	318	171.7M	262.1T
lecteur	10j 9h 9m	Age : Capitale impériale	129	Capitale impériale	10	319	321.7M	918.1M
lecteur	10j 9h 12m	Age : Singularité · III	130	Singularité · III	10	319	321.7M	371.2T
lecteur	10j 9h 22m	Age : Singularité · IV	133	Singularité · IV	10	320	524.1M	386.5T
lecteur	10j 9h 41m	Age : Singularité · V	139	Singularité · V	10	322	941.0M	713.0T
lecteur	10j 10h 6m	Age : Capitale monumentale	147	Capitale monumentale	10	325	1.90B	1.73B
lecteur	10j 10h 19m	Age : Singularité · VI	151	Singularité · VI	10	326	2.18B	1.16Qa
lecteur	10j 10h 57m	Age : Singularité · VII	163	Singularité · VII	10	330	3.80B	1.60Qa
lecteur	10j 12h 9m	Age : Agglomération impériale	186	Agglomération impériale	10	338	7.92B	2.77B
lecteur	10j 12h 13m	Age : Singularité · VIII	187	Singularité · VIII	10	338	7.92B	2.46Qa
lecteur	10j 14h 15m	Age : Singularité · IX	226	Singularité · IX	10	351	16.8B	3.54Qa
lecteur	10j 15h 3m	Age : Conscience planétaire · V	242	Conscience planétaire · V	10	356	20.9B	92.2Qi
lecteur	10j 15h 3m	Age : Conscience planétaire · VII	242	Conscience planétaire · VII	10	356	20.9B	92.2Qi
lecteur	10j 15h 4m	Age : Conscience planétaire · VIII	242	Conscience planétaire · VIII	10	356	20.9B	92.2Qi
lecteur	10j 15h 5m	Age : Conscience planétaire · IX	242	Conscience planétaire · IX	10	356	20.9B	92.2Qi
lecteur	10j 15h 14m	Age : Singularité · X	245	Singularité · X	10	357	63.4B	3.97Qa
lecteur	10j 15h 21m	Age : Métropole	247	Métropole	10	358	64.5B	5.33B
lecteur	10j 15h 24m	Age : Conscience planétaire · VI	249	Conscience planétaire · VI	10	358	64.5B	177.7Qi
lecteur	10j 15h 27m	Age : Conscience planétaire · X	249	Conscience planétaire · X	10	358	64.5B	177.7Qi
